userName,Review
MUCHAMAD ACHWAN,dalam layan jual beli saya puascuma dalam tangan komplain saya agak kecewaterkesan lambat dan pihak sipenjualsaya beli rasa dirugikanjelas jual ganti pesan saya sesuai harga yang di sepakatitapi di ganti dengan barang lebih murahkenapa jual ini tidak di beri sanksimalah dibelajustru saya asa tekan akhir anggap salahjadi saya tetap saya tidak mau beelanja di toko pediatidak aman lama jual curang masih biar toko dia
Subhan Mardiasari99,oke
Krisna Dyadwi,mantap
Julius Muliawan,harga hitam background nya hitam tidak liat dong haha
Wahyu Fitriawati,sangat baik
Tety Kuswandi,moga lebih sukses
Wallow Paris,oke
enah jum,bagus saja kok
Nur Imam,sangat puas
Red No8,yang tidak bisa cari beberapa barang dalam toko fitur di cari gak ada entut lah
Abdul Razek,mantap
deny firmansyah,good app
Tony windariyo,bagus baik
Erna Wati,biasa bagus
Lyna Karlyna,suka tokopedia
Agus Saeri,cepat mudah solusi dari tokopedia bantu pelangganmantab
denny supriyadi,mantab
Erwin Lingzhi,layan mantap
Glorious Net,tingkat lagi mudah dan aman
Abdulah Ratuana,ayo gabung
Danu Saputra,kenapa chat kita gak bisa di hapus
Alina Dewi,nice
Susilowati 239,tokped moga longlasting sering ngasi diskon
Cendras Thania,saya sudah meng uninstall aplikasi ini di bulan april jika ada yg salah guna akun saya di aplikasi ini saya akan lapor ke pihak yang wajib karena sudah menyalahgunakan akun saya
Muthya Zahra,kenapa tiba tiba aplikasi nya gak bisa di buka
Satriya Nugraha,awal nya tokopedia sangat baguslama lama bukan makin bagus tapi turun dua kali paket terselippertama akhir datang telah yg dua hilangpenggantiannya kes lambat dan beelit tugas tokopedia tampil tidak profesional sejak pakai kurir rekomdasi banyak masalah jadi alih ke aplikasi yg lain saya rubah bintang nya karena tidak bisa cari riwayat transaksi dasar cara bayar
Jakaria Usman,bagus
Sar Wanto,kenapa sekarang stelah baharu aplikasi ny tokopedia tidak bisa laku transaksi bayar sekaligus dlm jumlah banyak kalu dulu saya bisa laku transaksi bayar tagih bayar nya bisa di bayar sekaligus tapi kenapa sekang dak bisa ini bunyi kalimat nya sekarag harus di selesai dulu baru bisa bayar lagi lanjut bayar ada transaksi bca virtual account kamu yang belum bayar rp transaksi sebut akan batal jika lanjut bayar
Ferry Priadi,mudah praktis banyak promo
rQ Malau,daftar cc tinggal tanda tangan tapi tidak tahu mau tt mana mana tidak ada yg bisa difollow kalian niat tidak sih
Nur Kholifah,barang hilang tapi uang g kunjung di kembali sudah lbh alas butuh data lengkap dll padahal yg saya beli adl suplemen utk ofg yg sakit gagal ginjal pihak tokopedia sama sekali g bisa di hubung tokopedia care tidak prnh ada respon ini bagaimana
feri jaya,oke
Nepi Sriwahyuni,puas pokok
Hendra Sudiro,bagus
bambang widjanarko,praktis dan cepet buanget
akbar jamil,tampil menu fiturnya sekarang malah nyusahin dulu mau cwk riwayat transaksi tinggal klik kanan bawah wishlist belah sekarang masuk ke menu akun dulu malah jadi ribet
Narso Narso,buat harga terjangkawmurah poko gak nyesel punya apl tokopedia
Imadeartho Adnyana,mantap ini aplikasi
Januari Simon,keren
ALIF akbar,tolong tambah beri rate untuk kurir instant atau day karena ada barang saya yg asal lempar
Antok Listiantoro,fitur nilai kurir perlu tambah
Rizka Nurazizah Fauziah,terlalu ulang ayo belanja
irhan hazard,bagus
ARIEF PRASTIYO,bagus
Verza egha,update terus deh asa mana sekarang udah tidak bisa beli cukai lengkap males banget harus buka web buat nyari barang ini makin lama makin mirip sama toko belah
Lyn's Batik,dulu saya kalo belanja online selalu di toped gak pernah ke lain tapi sekarang saya pindah ke belah karena di toped sudah gak pernah dapat benefit apapunkenapa iya
xxMr_ Bo,baik
Wenri Chaniago,cepat praktis dan mudah trimakasih iya
gung dev,mantap
jouw Harul,castomer baru coba mudah
Galih Maulidan,bagus
Serginho,mantap pertahankancuman yang penting jasa kirim saja yg perlu dipeaiki
Joko Hartono,mantab sekali
AV. Sofyan,bagus produk yang sangat terin
Ibnu Mliki,apk ini sangat guna
Rohaman Ray,sangat bagus
Acoey Faqoth,good saran saja toko yang tipu untuk evaluasi
Abd Azis,baru coba
Mutakin Jhon,sangat bagus
"Siti Nur Rahmah Sulistiani, SE",bagus jika vochernya dipeanyak dan mudah sehingga jadi daya tarik untuk belanja di sini codnya baik selalu ada terima kasih
Adi Delivery,mantabdisini sea ada
Suheri Yono,man jadda wa jadda syukron
Waris Mumin,mau batalin beli susah tunggu tuju jual dulu padahal belum sampai karna beda ukur nga bisa langsung belanja lagi sue nga seperti shopee dan yg lain kalau belim bisa otomatis batal untuk rubah pesan yg salah dan yg sesuai dengan ingin beli kamprettt topet mah
Dadang Taryana,keren tokopedia mantap
Joko Raharjo,oke
Akbar Murin,tampilanua nya kurang efektif dalam pakai
A. Asyariyanto,mantap
ihza rosyadi,sering ganggu server
Kuli Bangunan,oke
jimmy irwa,kenapa sekarang tidak bisa lihat ulas turut saya itu penting buat putus dalam beli
muhamad wahyu triono,saya mau beli barang besar tapi saat mau checkout tidak ada opsi kirim cargo udah chat ke jual mereka kata udah aktif kirim cargo dan beli lain tidak ada yg masalah seperti saya
Muhammad Pribadi,bagus
Agus Salim,bagus
Hari Ispiyanto,pokok mantap
t 7x,makin berat kerja aplikasi nya
Nafa puspita Hadiwijaya,baik
Otang Rohendi,tidak boleh kamu lewatin ini jarang yg diccount gude inilanjut order saja
Lucky Perdana,oke
Mas Pri,oke joooslah
saady machruddin,alam ketika beli di oneline barang yg promosi bagus tapi begitu sampai sangat kecewa
Ahmad Fasya,toko pak edi lengkap
Putri Maryam,sangat bantu
Chou Skin,good
tuti rohani,okay seep
Eriz Diaz,good aplication
Mas Nur,sangat bagus dan amanok sukses selalu tokopediaok
Muh Klas,lumayan benar sangat bantu untung shoping terima kasih
Esha Billa,sukses
Syarif Hidayat,nice
Bambang,moga guna
Mas Ubet,kerja bagus
Rini Sukowati,bagus
samsu regar,mantap hemat dan percaya
Masss Mahmudi,bagus
Donal Dermawan,oke
Sinta vlog Sinta,good aplikasi
Anang Suryana,aplikasi bagus dukung belanja hemat murah riah dan banyak diskon
Zefanye Novianty,mantap betul blnja di toped online banyak diskon dapat casback
Erwin Ekow,mudah guna
Reni Rachma,bagus
Dadan Keanu Alfatih,oke
RASDAZILD JAYA,oke
indra sudarthio,mudah guna lancar terus yh tokopedia
zaxo 5450,tidak bisa cod
Fairtoddy Johhan Irawan,sangat bantu dan best aplikasi belanja terima kasich
Aris Setiyobudi,produk kualitas
Casey Diddy,best admin tokopedia tolong aman akun iya supaya tidak bajak orang thanks tokopedia best ber selalu belanja tokopedia makin sukses iya
Indah Pratiwi,tokped tolong dipeaiki lagi kaktolong fitur ubah kurir dikembalikanitu sangat batu sekali buat sellerseteleh minta gabung ke tik tok malah tambah ribetkembalikan tokped seperti dulu kak
HiDayat Sarjana,top
Syamsul Rizal,mic tidak ada
cece Cell,makin ke sini biaya layan makin tinggitoko yg habis cuan
diah indyast,good
Nurita Hardiyanti,mantap
Rohmat soleh,tokopedia memang oke banget puas belanja di tokopedia moga ke depan tetap bagustop
Joko Ariadi,bagus banget
DON Berdjibaku,teaik
Haji Nusu,kenapa chat tidak bisa hapus dan apa sekarang tokopedia ada masalah dengan chat di aplikasi tidak bisa hapus
MBAK IM,terima kasih tokped sangat bantu sekali
Johan Sutikno,oke
Mitrosuroso Suroso,mantapa
HUMAIDI AQLI,buat peandingan harga
Kayla azka ahas,paling realpic selam ini belum pernah kecewa di toped
Alam Xd,karena aku rate bagus lengkap semuaa
Iwan Suwandi,tidak pake ribet
udinnn,bagus cuman kurang update untuk masalah lacak di jalan
Kaharuddin Dongoran,mohon evaluasi lagi toko saya kena tipu saya beli minyak goreng yang datang malah casing hp sampe sekarang belum ada kembali dana nya barang saya udah kembali kepada jual
EDI EDIZONT,saya sangat puas akan aplikasi beelanja online utama bagi lokasitapi saya ingin aju komplain akan fitur shake sangat mengganggusaya ingin minta untuk di terima kasih
Anugrah,keren
Febrian Saputra,godd
Supriyanto Silaban,oke
santo susanto,belanja di shopee saja kalau toko dia masih bingung
Mr_Slow Gaming,fitur beli tiket pesawat kenapa di hilang kan
Muhammad Takbir,kembang lagi
Muhammad Yusuf Agung Dwi Hutama,rekomendasi
Muh Zulkarnain,mantappp bantu sekali
Daffa Daffa,tokopedia sudah bagus kalau bisa jt jangan jadi recomsoalnya lelet sekali kerjanyapaket saya saja sudah tidak gerak
Doi Doi,oke
Agus Sofyan,mantap praktis dan simpel
kansasfoto multimedia,terima kasih
Ica Mustika sari,sangat bagus sekali
Tiara Apmiyanti,belanja di toko dia ini kurang muas turut pribadi saya alas pertama ongkos kirim nya mahal dan ekspedisi yang di sedia kurang bagus bahkan saya pribadi pernah beelanja di toko dia ini dengan ekspedisi yang turut saya sangat tidak tanggung jawab sebab untuk pertama kali saya beelanja di toko dia paket yang di kirim sudah di bongkar dan di curi barang dua jika ada kendala mesan pihak admin toko dia kurang responsif untuk tangan ada banyak lagi
Ahmad Jaffar,harga memang murah tapi banyak toko yg tidak proses pesan kirim juga paling lama di banding onlen shop lain nya
Anita Ingrid Soerahman,kenapa aju batal pesan harus ada tuju dari jual dn tunggu ckp lama tidak spt la batal sgt cepat hadeehhh
Yofi SAHAM,ko sekarang rebet yaa aplikasi jual
Danang Kuncoro,toko online se umat indonesia terima kasih
Agung Jack,tiap tekan tombol back selalu otomatis kembali ke halaman paling atas sangat tidak nyaman
#d1208d 19,mantap sih toko dia
Difka Hlw,aplikasi sangat bantu
Yogi jack Hendrik,moga toko dia bisa kerja sama dlm segala hal masuk beri sangsi kepada toko online yg tidak profesional dlm beisnis layan nyatq yaa
Athifa Eka Yuhanda,tidak bisa aktif gopay admin piye tooh
Rangga Akhdantama,kelas kink
Karna Zakaria,mantap
Nurbaya Sanre Neba,tokopediais best
Ferry Wafandi,metode bayar tidak dapat lihat semua sehingga tidak dapat pilih saldo tokopedia padahal cukup untuk belanja
andoni gracia,mantabs
Akon Liu,tokopedia sekarang ongkirnya mahal
HERI SUPANDI,sangat bagus
Hermawan Yubiliandy,moga awet
ed cristo,saya aju kredit kenapa tidak pernah di acc iya padahal harap banget bisa di acc bisa buat cicil aplikasi di belah juga sama tidak acc kenapa iya apa karena track record nya buruk
Franky Repi,bagus
Zulfi13,karna iklan kobo bro
Benny Chandra,aplikasi tokopedia selalu close di poco c seperti ada bug untuk poco c
Heru JP,kenapa sekarang sudah tidak ada lagi voucher belanja padahal dulu tiap pasti dapet voucher maap saya hanya beri bintang saja
Akhmad Fiani,mantap banget
Jhalil Shafiq,mantap
Cee Monkkk,makin kesini makin payah untuk kurir rekomendasi sekarang banyak di oper jadi lambat pesan untuk sampai
BotzZ,enga bisa di buka
Rudi Hartono,okkkkk
Rudi FM,good marketplace
Moch Djoenaydi Moch Djoenaydi,good job
Wafi Raja,mudah belanja cukup dari rumah
Ahmad Adiarizky,mantab sangat mudah masyarakat umum terima kasih tokopedia
bungbulang dadan,intal perdana yoba tokopedia mudah mudah bayak pocer yah
Villa Rukviawan,makin bagus tokopediapertahankan iya selalu beli online di tokopedia
Cipta Sarana Empati,oke mudah dan cepat proses
Kusmana Kesuma,belanja mudah
Tom Sky,lumayan
Maman Suherman,top dah
zaffran fariq,oke
satria arumi,sngat bantu sekali
Ririn354 rahayu,mantappppppp
Bany Ramadhan,diskon mantap
Ahmad Mus,terima kasih moga manfaat
Children Channel,tokopedia itu betul aplikasi bagus buat belanja online tapi harga barang banyak lebih mahal dari shopee dan jarang sekali beri bebas ongkir tapi biaya aplikasi lebih murah dari shopee
lisyanah lilis,aku suka
Mulyono Adi,manteb
Nubi Nubay,puas
dr ismail zamzam,bintang
Muhammad Arizona Adi putra,sangat bantu sekali pas mau nyari barang
wijanarko wijanarko,ubah nomer telpon kok susah banget utama foto wajah dan ktp sama
Noviandi Payung Mulia Tambunan,layan dan produk bagus harga cantik
Theo Christiando,mantap
Al Maysya05,oke
Juli 07,good
Anggri Murtia,si ijo ini sahabat blanja onlen saya sejak start pertama yg saya pakai dan masih saya percaya smp sekarangya tidak tau iya kompetitor luar bisa main banting harga dan promo dan toko online live nya juga terkadang goda yang disebelahwhatever tokopedia selalu hati sayaselalu hati karena kalau sya bawel sama komplenan masih tokopedia juaranyayang care sama asa konsumen saat komplensemoga bisa lbihbaik dan tahan dg mnerima masuk konsumen bisa bangkit kembali
Kosim Jose,baik
DAUR Ulang,mantep banget pake toko dia
Abidzar Baihaqi,sering dapat diskonbanyak barang yg di jual
Yadi Walyadi,mantap
Dede Muhari,untuk belanja online selalu guna tokped
Eric Desada,mulai tembakau kertas linting alat linting susah lewat aplikasi dan sekarang toko dia tidak sedia fitur beli tiket semua tiket tidak ada padahal saya sering beli tokopedia seperti nya segera susul bl
Benz Dz,mantap
Exo Al bukati,tokopedia jadi pilih utama untuk beelanja online produk yang sangat kualitas dan kirim cepat
Cak Bas,nice
Adhyputrane Lanang,allhamdulilah ahir nya gopay later sudah bisa guna lagi moga lancar setrus nyaa
amen doang,haloo tokopedia kenapa aplikasi sekarang jadi berat kalau buka dari handphone saya jadi jarang blanja sini krena kalau buka dari hp sering responding toko belah ringan jaya jadi betah liat liat seba tolong dipeaiki yah
asril siregar,bagus tolong untuk kurir supaya lebih rajin updatenya kayak makin lama kok makin turun kualitas layan
ZVX-GAMING- 34,tampil makin bagusbanyak diskon ongkirsekarng bisa bayar pakai dana atau tiktokmantaplah setip apdate
thoriq ziad,aplikasi sih gak ada kendala malah tetap jalan di kuota yang minim hanya saja sekarang kok ongkir nya cekik jadi malas belanja online kalau gak butuh butuh amat
Ani Hastianingrum,uenakkk
Reivan 2013,bagus
rafi gunarto,cara hapus riwatyat chatnya ko susah iya
TANTE IYAN,proses cepat
Syalahudin Jusuf,bagus promosi
Aldi Sunandar,kirim cepat barang mantap
ABDULLAH SYUKUR,good
husnun amalia,suka banget ama aplikasi ini dah lama saya pake dan masih setia sampai sekarang
YT•BiCO SToRI,klau bole kasi discong dong buat kirim via gosen
san jaya,pdahal blanja minimal x dlm sbulan dngan variasi harga x daftar langgan bulan pas tiap coba dftar tokped card selalu tolak
ihat siti,makin lengkap
Shanti Tirthani,kirim cepat
bona ventur,good
Tukang Nyontek,barangya sesuai dengan deskripsi
serfis senapan angin 03,update nya akhir ini agak kecewa utama pada opsi kurir kirim apa lagi aku sering order barang besar biyasa pakai jne kargo kini gak bisa rubah jadi monoton gak ada pilih mau gak mau pakai itudah cet ke toko pun sama saja alhasil aku pindah ke aplikasi belah mohon di kembali kayak dulu lagi kenapa biyar mudah untuk opsi kirim nya trimakasih
Risky putra Sulistiyo,nice
Casey,agak bingung pas bikin alamat
Bos Ku,bagus
Angkut Sampah030,bagus
Dimas Purwanda Word,mohon maaf admin tolong untuk aju komplain saya bisa di cek ulang hitung dari tgl hingga sekarang tanggal belum ada selesai dari admin tokped kronologi singkat saya kena tipu dan sudah aju kembali dan banding sesuai mekanisme yang ada sudah banyak bukti yang saya dapat bahwasannya akun toko adamoutdor adalah akun tipu tolong tindak supaya tidak ada koan lain admin
Rudi utomo,bagus
Mega Mustika,mau co tapi tidak bisa aneh banget
Ricky Juliano,bintang di turunin karena sudah tidak bisa lagi nyicil x pake gopaylater
Bintang botol plastik,sekarang tentu dana masuk iya lama bangetsetelah gabung ke tiktoksedikit masuk ajahasil jual jika boleh seperti dululebih cepat masuk ke saldo toko ysemenjak di gabung toko sekarang dana masuk ke saldo lama tidak seperti dulubiasanya telah barang sampai paling lama dana akan masuk automatissekarang turut kami seperti lama - dana baru masukjadi kurang semangat jualanyakarna perputaranya jadi lambat
sugianto,oke
Mazz Aryo,oke gan
Gara Uby,baik
Ryan Aprizal,bagus banget
Ridwan Mamang,mantap
Abang 02 gaminG,benar banyak yg sedia di toko ini cuman kalau bisa buat lah rating untuk ekspedisi nya karena masalah sering di ekspedisi buat lah kek apl orange belah jadi kurir ekspedisi nya gak tele sering kecewa belanja di tokopedia karena ulah ekspedisi atau kurir nya kalau tidak buat lah ekspedisi sendiri
Tukul Basuki,hmmsip
Oprek Servis,cakep mudah
Tata,top
Girang Nirwana,aku lebih suka tampil yang duluu kolom transaksi bisa lihat kali pencet saja lewat bar yg bawah itu sekarang malah kaya apk belanja oren buruk ah
Wahyu Podomoro,sangat bantu trim toko oedia
Murni Mursih,tokopedia two thumbs
Dimas Sanjaya,coba tolong dong pusat resolusi atau diskusi jelas masa investigasi barang hampir minggu tidak ada jelas kapan selesai suruh chat cfs sampai gadi bales gangerti lagi dah di balikin apa engga itu dana refund nya
MohDiDiksusaabto,dennak mon ntrah dulih mngkt stiah
cahaya komputer,pelit promo sekarang
Jang Gar,keren
Sepram Ahmad,good
Setya Utama,barang sesuai dengan yang di pesan
Hassan Sandy,sudah langgan percaya dan aman saja aman aman saja
Ketut Rizky,kalo beli vape tidak bisa cod
Komar Latta,lebih mudah dan cpat
Iwan Zuma,erorr muluu sudah pake versi terupdate tapi ms donlot progres donlot progres ajeee payah kalah jauh sama yg lain
Yunesra Fadly,kita puas dengan layan tokopedia
Hidayatullah,bayar cepat cuman masih terlalu berat di banding toko belah sj jeruk
Heru Susilo Hadi,moga tampil lebih mudah dan ringkas dalam bayar dan kupon
Bjf Interior custom,oke
Voice Violis,harus ditambahin fitur gpsjadi bisa cek sudah sampai manakalo gak ada sistem ini jadi gampang ketibubilangnya sudah di kirim tapi sudah gak datang datangtautau status sudah di terima
alibbaba nusantara,topp
Anthony Santo,curang ini aplikasi harus pas komplain kalo orang tidak jawab kasih satu saja jangan dua kalo tidak jawab saya butuh uang kembali kalo ada masalah barang ini anggap aplikasi curang kepada beli daripada jual
Slamet Subarkah,aplikasi bagus
qoodhi baedhowi,barang ori mantap
Muhadi T,semua barang kondisi teaik bagus mutu
Habibi Abdullah,lebih cepat dan manfaat
Dalil Dalil,kurir lelet komplain ke tokped care juga leletsamapi sekarang hampir bulan paket saya gak sampe
Trimulyani Putri,sangat bantu untuk belanja saya
arief anshary,ini kolom wishlist nya mana jadiii susah cari barang yg save payaah
Ria Amelia,tolong dong tokopedia bug nya dipeaiki lgi utama kirim masak saya beli barang di tokopedia barang sudah sampai ke saya tpi pas saya liat di sistem lacak barang masih dlm kirim begitu jga buat kurir saya sudah pesan barang dri yg lalu sama kurir belum konfirmasi bahwasanya barang sudah saya terima padahal saya sudah beberapa kali blanja di toped tpi belum pernah ngerasain bug dan kurir seperti ini
hery hermanto,bagus
Bambang Sudradjat,jos teruzz topedkuh
arjuna center,sangat bantu
Bambang Suhadi,saya mau jadi pelangganter baik
AR Jgp,oke sya suka
Riono Sukandar,sangat baik
Sri lestari Tari,mantap
Tri Sudibyo,tolong tahan urut proses order dari sedang di proses-menunggu kurir-dikirim-sampai tuju jadi kita real mantau nya jangan kayak belah baru di bayar udah kemas saja keteranganya
Rizz Putra,teaik
Sampo Laptop,promo diskon tepat waktu sangat oke
Nazwa Nazwa,pada murah
Ben Redmi,sekarang tokped lebih real gratis ongkir nya tambahin review buat ekspedisi nya
Ali Akbar11,ini kenapa iya gak bisa hapus chat padahal dulu bisa
Aan Heri,beranda diskon gilir di co harga normal
Reza Assydik,sudah ber coba ttp tahan dengan marketplace local tokopedia tpi makin kesini cara harga di saing lebih murah mungkin tokopedia beri tarif lebih tinggi tiap produk dibnding saing utama untuk gadget beda bisa dan fitur fir yang sangat ngaco misisal kita fir instan harus toko dekat yg bisa instan toko yg lain di fir malah yg jauh jauh ttp di tampilin sedngkn instan jarak max kamu dari lokasi saya harus yg dluar jangkau difir lagi
DODI IRAWAN,sudah langgan blnja online di topedia
Tris Triz,proses mudah dan cepat
Amirullah,baru sekarang beli di tokopediatapi kalau lewat tiktok sering
KASWIDIYANAH SPd,sangat senang belanja di tokopedia
samsul arief,harga cukup jangkau dan kualitas
Sam Kdg,kredit
Rochim Rochim,luar biasa
Bathara Zain,gratis ongkir tiap ah cuman sekitar situ doang nyata
Darin Syahputra,sangat aman
Andi Badil,oke
Harmin Tedc,lopyuuu
Ibnu Darmawan,tidak bisa upload foto ketika ingin kirim ulas
Eko Susanto,transaksi bayar akurat sesuai billing
Sulaiman Yusuf,oke mantap harga murah free ongkir terus selalu ada diskon nya juga voucher bisa di tumpuk
Uray Hendra dinata Pardiansyah,mantap
Reti Nurhayati,oke
Tony Kroos,iya oke
Haidir_koh_dir,jarang dapat gratis ongkir sekarang tokped
Ahmad Zaeni,sngt baik
Abdul Jamil,tetap semangat meski slalu update
Deaanisa 0812,mau daftar affiliate malah internal server error mohon segera dipeaiki
"Himatul Khoiriyah, S Kep Ns.",top markotop
adi putro,oke
Avid Kurniadi,kok aku mau pencet bayar lain kok malah jadi eror iya
Alaska Khumaedi,oke
Feransiskus Julio,sangat bagus layan
Arif Rochman,mantap pokok
Budi Handoko Sujatno,bayar apa lewat tokopedia praktis cepat
Ali Fachrosi,udah paling tidak rekomend ni aplikasi saya saranin pindah udah
29-Raenaldy muhammad zidane,good
Arsy Irfan,mudah segala jadi yang lebih baik lagi anti ruwetanti ganggu terpercayaaman kendali oke top one prima
Akhatr Zaidan,mantap
Ahmad Rifai,tolong kasih bayar paylater buat top paket data
Muhamad royandi,good
Agris Surya,oke
Rosihan Soleman,kirim nya kurang cepat sprti kya olshop lain kndala di kirimin doang
Andin Oke,bagus baik tidak ngeleg
Dafa Ibnu,bagus
Patar Smmr,belanja di tokopedia sangat nyaman dan transparan semua sesuai spesifikasi barang nya trmksih tokopedia
Zainal AE,sangat manfaat dan bantu
Samsul Arif,banyak diskon
raihan syahadah,apk belanja mantap
Dheny Iskandar,sangat batu
Ajik Siregar,paylatter terrooss
Jon Ahye,menu makin ribet
Reza Mustafa,aplikasi sgt keren
Rea Andani,saya rasa teantu sekali dgn apk ini kita bisa beelanja tanpa keluar rumah ada byk diskon dan gratis ongkir nyaterima kasih
Day Odhay,hadehhh di akun saya tidak ada voucher gratis ongkir sama sekali gimana mau belanja
Meden (Aden),oke
Eet Ontowiryo,toko dia emang oke
Budi Saputra,mantap best
Fatkhul Ulum,paket cepat sampai dan sesuai sen
Wagiman Saharjo,baik
1.Abdilllah Ramadhani,hebat
Rasa,gimana mau maju kalau msh kalah juah dari shope di tokped rata ongkir akhir nya di shope paling bahkan banyak yg rp iya pasti milih belanja di shope lah
Pakde Pakdedin,bayar praktis pakai dana pokok mantap
Mar Yanto,saya ada masalah komplain barang yang di kirim kata via tokppedia care tapi tidak ada jawab pasti
Nazriel Ibrahim ardiansyah,sekarang malah ribet kecewa kenapa harua sanding sama tiktok jadi masuk ke aplikasi lot lambat
Sastia Mawarni1818,knapa si toko dia yangs saya eror mulu mana ada tulis shake shake padahal saya tidak shake shake hp nya lohh
Kurnia Ponsel,semua barang barang butuh kita lengkap tapi tolong ongkir nya jgn mahal dong semua berat di ongkir
Muhammad Dzakiy,suka karena ada fitur wishlist
Yuanah Cell,terima kasih tokopedia
EL165 Arsha,online shop teaik
Lony Mamta,bagus moga makin maju tokopedia
sNIK SITHU,sip sip sip
Adi Akhmadi,nyaman
Satika Dwiyanti,mantap
Rawa'ira Rusalka,versi kek bugs pas pesan datang malah otomatis selesai di di yang sama telah paket di terima jadi gak bisa komplain
Yohana S,semenjak gabung dengan tiktok tokopedia jadi bingung di katalog barang tera logo gratis ongkir tapi saat pilih opsi kirim tidak ada yang gratis harus kalau memang udah tidak kasih gratis ongkir hapus tanda itu jangan ngeprank
Rick Cesy,baik
Razi Fauzi,tokopedia sekarang buruk buruk aju komplain responya lama banget
Drone Mjx,good
Sofian Louis cu,saat ini msh oke lah
saepul mikdar,paling mantap betul
Thariq Riyadhi,aplikasi bagus sellernya juga amanah rekomendasi banget pokok
Rizky Perkasa,mantap tidak ribet
Mirul Ahmad,nyari barang jadi mudah belanja gampangpertahankan tokped
Jok Stones,oke
SPN TZL birdfarm,baru awal transaksi mudah dan cepat
Dzulio Justiano,tampil baru buruk bgd bikin males belanja
Sudar Maji,harus sesuai banyakin promo
pt.rianvi. group,sangat bantu dan aman
alexandre fenta,kak ini masih sering lag
Hardjo Sasmito,agus se li
Kafil Mubarak,mantap jod
RENALDY “PRATAMA” RIZKI,bagusss nice
good boy_07,ini bgus nih ketika ada toko gak jelas terus customer minta batal kan pesan di acc dan uang yg udah di tf kembali
VIVO Y91C 1820,keren
Salman Fariz,untuk versi baru sayang tidak bisa masuk pakai akun
erida masda damanik,terima kasih
Kara Setiadarma,saya tidak bisa kirim foto
Adibb Barron,aplikasi bagus update terus biar keren
budi hidayat,mantabs
Aulia Intan Ramadhani15,bagus polll murahh diskon nya lumayan bangettt
Iman Budisetiawan,lebih save belanja di ijo hingga saat ini
_ Jdoveni,baik
Andi Willy,best
Katapang motor,sangat baik
dr madi,oke
mas jhu,mantap
Triyana Dani,baik
winarno winarno,jos
alexhex@yahoo.co.id alexhex@yahoo.co.id,oke
Su hanto,moga tokopedia sukses selalu
Indria P. Diningsih,bintang dl yahkenapa begitu update tokopedia jadi nama toko hilang
Rudianto Samosir,oke
Ronny Philot,mantap
Muh4_mm_4d 2607,hanya toko dia yang tidak ada sistem bayar di tempat alias cash deliveri payah
Hasyim Muzadi,tolong fitur iklanya dan lai kenapa harus gabung sama tiktok jadi makin ribet biasa iklan saya per sampe skrng saja sudah belum habis pasti jangkau iklanya turun tolong lah tokopedia jangan gabung begitu sama tiktok kasih update yang teaik lah yang mau gabung sama tiktok dan gak gabung harus kasih pilih saja jangan otomatis trims
roy maniagasi,sangat puas
Saomi Kodriah,harga saing dan masalah cepat tangan
Selpi Sel,udah bagus tapi tolong cepat kirim
jagatirta,tokped memang topuntuk belanja online
Dian Fitriyanto,tolong hapus saja jasa kirim gtl depok udak paket lambat kirim nanti langsung gagalgitu terus tiap
sunarno kuncung,mantab
Manalu,moga makin baik lagk
Juanda Wande,mantabee
Budiologi,aplikasi jual beli dol tuku paling simpel ribet ribet
Tya Amani,percaya
Abdul Jauzah,sekarang kurir nya makin lamban kirim sering telat sangat tinggal dri aplikasi lain yng utama kirim tepat waktu
Reski Parijal,tokopedia terima kasih telah beri diskon besar an tiap bulan apalgi untuk saya ibu rumah tangga yg ingin rawat diri beli skincare dan kbtuh yg lain jauh lbh murah di sini terimksh terimksh skali tokopedia
Riki Ramdani,mantap
Saefullah,good
Bengbengspeed Aseek,sangat bantu untuk belanja dan yang lain lain
TAUPIK,prodak mantappp
Arief Hermawan,aplikasi nya sangat bagus
Dhea A,saya suka dengan aplikasi ini dapat kan uang banyak
Maria Masudi,mau tau kenapa tokped mau bngkrut karena diskon makin pelit tidak kya dulu tambah diskon potong koin us ada minimal besar belanja dulu wkt msih sama ovo tidak pelit ditmbah gojek biaya topup dan trnsfer tidak pernh gratis dari dulu jlaz ini bakal klah sama dana
indo veggie,oke
Asep Suherlan,sesuai pesan kualitas bagus datang tepat waktu
Bastian Irawan,oke
Salome jaya,teaik
Agus Koswara,saran saya jangan kerja sama lagi dengan sapx expres karna ini jasa kirim paling susah tidak semua tempat pencil bisa di jangkau yang mudah di jangkau saja datang sangat lama
Rinu Hariyanto,mantap moga selalu beri layan yang teaik
Rinaldi Azri,makin baik fitur chat promosi harap dipeaiki aktif walau sudah nonaktif
arul alul,layan muas
Pengguna Google,maaf ratingnya saya ubah tolong toped untuk jual yang sudah tidak aktif kasih tanda dibanned saja sering kecoh beli cari produk masih ada tapi nyata toko sudah gak urus milik bijak begini tolong perhati agar beli nyaman tks
Soleh Udin,oke
sari adi,belanja paling oke
Mr Saif,baik
Agus Gunawan,belanja jadi mudah bagus brang sesuai pesan
sound car audioworks,tokped cs tokped care
salman siluman,kurang cepat
Kahfi Fathin rabbani,benar aplikasi ini lumayan bagus tapi suka lambat saja
Ummay Han,terima kasih iya toped banyakin promo iya sama gratis ongkir
